uuid,category,sub_category,name,title,subtitle,summary,website,merchant_editorial,rules,address,city,state,phone,latitude,longitude,detail_url;;
"e21c45a1-14a1-487c-9e24-72d3a56fe6a4,Informal Dining and Takeaway,Cafe,The Shed,One hot drink,""Buy one, get one free"",One complimentary HOT DRINK when another HOT DRINK of equal or greater value is purchased,https://www.facebook.com/profile.php?id=100088145566871,,,""Behind Cultivate Design Co Shop 2, 116  Bay Terrace, Wynnum QLD 4178, Australia"",Wynnum,QLD,,-27.44386697042019,153.17411613820707,https://www.entertainment.com.au/offer-details/e21c45a1-14a1-487c-9e24-72d3a56fe6a4";;
"050da0be-d908-410e-b0c6-ec681588758e,Informal Dining and Takeaway,Cafe,Thistle Espresso,One hot drink,""Buy one, get one free"",One complimentary HOT DRINK when another HOT DRINK of equal or greater value is purchased,https://thistleespresso.com.au/,,,""Shop 4 / 2 Panorama Drive, Thornlands QLD 4164, Australia"",Thornlands,QLD,,-27.548508963637264,153.26518355652465,https://www.entertainment.com.au/offer-details/050da0be-d908-410e-b0c6-ec681588758e";;
"688a9d30-a921-4537-9203-96ee562eccc0,Informal Dining and Takeaway,Cafe,Ungermann Brothers,Up to $25,""Buy one, get one free"",One complimentary ICE CREAM when another ICE CREAM of equal or greater value is purchased.,http://ungermannbrothers.com.au/,,,""126 Brisbane Street, Ipswich QLD 4305, Australia"",Ipswich,QLD,+61459535756,-27.61401298747242,152.75766815184477,https://www.entertainment.com.au/offer-details/688a9d30-a921-4537-9203-96ee562eccc0";;
"32880e0a-ab3b-47fe-948c-2ee6e753ff34,Informal Dining and Takeaway,Italian,Miltonio West End,Up to $30,Enjoy 25% off,25% off the TOTAL BILL,https://pizzamiltonio.com.au/west-end/,,,""3/235 Boundary Street, West End QLD 4101, Australia"",West End,QLD,+61738448118,-27.482640032826595,153.01163211518133,https://www.entertainment.com.au/offer-details/32880e0a-ab3b-47fe-948c-2ee6e753ff34";;
"1870642e-5e57-4fb2-8229-286d95a970b8,Informal Dining and Takeaway,Italian,Pizza Miltonio,Up to $30,Enjoy 25% off,25% off the TOTAL BILL,https://www.pizzamiltonio.com.au/,,,""36 Baroona Road, Milton QLD 4064, Australia"",Milton,QLD,+61733682144,-27.468447,153.002404,https://www.entertainment.com.au/offer-details/1870642e-5e57-4fb2-8229-286d95a970b8";;
"0e122e0f-179a-46d4-a22e-ded97b628e78,Informal Dining and Takeaway,Cafe,Bey Lane,Up to $25,Enjoy 25% off,25% off the TOTAL BILL,www.roseroombrisbane.co/cafe,""Bey Lane is our laneway Cafe where you can grab a coffee and a snack on the go. Enjoy our freshly baked muffin of the day, or a Turkish Simit Bagel, Toasty goods to start your day."",• Not to be used with any other offer,""14-20 Constance Street, Fortitude Valley QLD 4006, Australia"",Fortitude Valley,QLD,,-27.456246817546457,153.0363350966393,https://www.entertainment.com.au/offer-details/0e122e0f-179a-46d4-a22e-ded97b628e78";;
"211f17a4-175e-4bcc-b0cb-5474bc9560a9,Informal Dining and Takeaway,Indian,Kolapasi Brisbane,Up to $25,Enjoy 25% off,25% off the TOTAL BILL,https://www.kolapasi-brisbane.au/?utm_campaign=gbp-website-link&utm_id=campaign%20ID&utm_medium=organic&utm_source=Google%20,""Kolapasi is how we say """"Hungry"""" in South India. Our authentic dishes handcrafted with love takes you on a journey to explore the cuisine of South India, where incredible flavours blend together wonderfully along with the stories behind them."",• Not available for online ordering. Redeem In Store only.,""Shop 13, 24 Martin Street, Fortitude Valley QLD 4006, Australia"",Fortitude Valley,QLD,+61479071293,-27.460415811782088,153.03690727168896,https://www.entertainment.com.au/offer-details/211f17a4-175e-4bcc-b0cb-5474bc9560a9";;
"96cea7eb-533a-4207-b7df-b6acaf4468d4,Informal Dining and Takeaway,Takeaway,Love Juice Superfood Bar,Up to $25,Enjoy 25% off,25% off the TOTAL BILL,https://www.lovejuicesuperfoodbar.com.au/menu,""EVERYTHING is prepared fresh in store";" made to order cold pressed juice, smoothies, acai bowls, and our raw and baked treats. We are passionate about health and creating beautiful food with the very best fresh and nutritious ingredients. Our bowls are blended fresh with real fruit - no concentrates or artificial anything is added and our house made gluten free granola is the best you will find."",""• Valid for dine-in and takeaway";
"• Not to be used in conjunction with any other offers"",""Shop 7, 18-24 Middle Street, Cleveland QLD 4163, Australia"",Cleveland,QLD,,-27.525346266241456,153.2652241534322,https://www.entertainment.com.au/offer-details/96cea7eb-533a-4207-b7df-b6acaf4468d4";;
"a94de985-d1d8-4f1c-a118-d50f2f370a3f,Informal Dining and Takeaway,Takeaway,Miss Sophia's Gelateria,Up to $25,Enjoy 25% off,25% off the TOTAL BILL,https://www.misssophias.com.au/,""Gelato done right! Miss Sophia’s Gelateria makes their gelato in house and offers a huge range of flavours that change daily. From vegan pina colada, to rocky road, fruitloops, milo and any flavour you can think of, Miss Sophia’s Gelateria is an ice cream lover’s dream! Open daily from 12pm to 10pm."",• Offer is not valid on Gelato Cakes,""240 Stafford Road, Stafford QLD 4053, Australia"",Stafford,QLD,+61733571667,-27.411052476349017,153.01989804416817,https://www.entertainment.com.au/offer-details/a94de985-d1d8-4f1c-a118-d50f2f370a3f";;
"9158c2a2-29d4-4f3d-8763-c3c13f118fbb,Informal Dining and Takeaway,Italian,Smoky Pizza Woodfired,Up to $25,Enjoy 25% off,25% off the TOTAL BILL,https://smokypizzawoodfired-kedron.com.au/,,,""1a/385  Gympie Road, Kedron QLD 4031, Australia"",Kedron,QLD,+61733590000,-27.403014215708495,153.0320904491666,https://www.entertainment.com.au/offer-details/9158c2a2-29d4-4f3d-8763-c3c13f118fbb";;
"a472fc0d-dbd3-446f-8039-fbdf07564477,Informal Dining and Takeaway,Mexican,Zambrero - Coolum,Up to $25,Enjoy 25% off,25% off the TOTAL BILL,https://www.zambrero.com.au/,""Zambrero is """"Mexican with a Mission"""" – a healthy, quick-service restaurant franchise, and humanitarian enterprise committed to tackling world hunger, through its Plate 4 Plate initiative. Zambrero's menu is healthy, modern Mexican, with burritos, tacos, nachos and quesadillas, all made with the freshest ingredients, and fresh ideas."",• Not to be used in conjunction with any other offers/specials,""Unit 2/1796 David Low Way, Coolum Beach QLD 4573, Australia"",Coolum Beach,QLD,,-26.52971219648664,153.0909532846603,https://www.entertainment.com.au/offer-details/a472fc0d-dbd3-446f-8039-fbdf07564477";;
"11704fb6-2253-489f-bb9a-70805366e963,Informal Dining and Takeaway,Mexican,California Taco's,Up to $25,""Buy one, get one free"",One complimentary MARGARITA when another MARGARITA of equal or greater value is purchased,https://www.californiatacos.com.au/,,,""120  Boundary Street, West End QLD 4101, Australia"",West End,QLD,,-27.479692646929898,153.0124995685738,https://www.entertainment.com.au/offer-details/11704fb6-2253-489f-bb9a-70805366e963";;
"5e602b22-46b7-4613-b7eb-7d981814bc2b,Informal Dining and Takeaway,Middleeastern,AC Village Kebab and Pizza,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,https://acvillagekebabandpizza.bitebusiness.com/,,,""Shop 27 / 700 Albany Creek Road, Albany Creek QLD 4035, Australia"",Albany Creek,QLD,+61466884894,-27.346413891739182,152.96908122544895,https://www.entertainment.com.au/offer-details/5e602b22-46b7-4613-b7eb-7d981814bc2b";;
"b340ef96-c71d-44dc-9576-88295bd896d4,Informal Dining and Takeaway,Cafe,Carport Cafe Wynnum,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,,,,""1 / 137   Glenora Street, Wynnum QLD 4178, Australia"",Wynnum,QLD,+61731892838,-27.437437817400713,153.1654428891924,https://www.entertainment.com.au/offer-details/b340ef96-c71d-44dc-9576-88295bd896d4";;
"61dc61bb-36ee-48c9-8621-146240c360ee,Informal Dining and Takeaway,Cafe,Evolution Espresso,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,,""An offshoot of Solid Ground Roasters, Evolution Espresso offers fantastic coffee and home baked goodies with a smile! The small, independent and locally owned espresso bar's team are passionate about providing you with sustainably sourced coffee and carefully crafted treats."",• Not available on Coffee Beans or Merchandise,""Shop 14, 18 University Way, Sippy Downs QLD 4556, Australia"",Sippy Downs,QLD,,-26.717521,153.049437,https://www.entertainment.com.au/offer-details/61dc61bb-36ee-48c9-8621-146240c360ee";;
"c83c9a96-bd72-4982-8383-387163064b8b,Informal Dining and Takeaway,Takeaway,Fish’N,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,https://www.facebook.com/fishnbellsbeach/,,,""184 Hornibrook Esplanade, Clontarf QLD 4019, Australia"",Clontarf,QLD,+61732831618,-27.255831092656567,153.09157557791156,https://www.entertainment.com.au/offer-details/c83c9a96-bd72-4982-8383-387163064b8b";;
"31a2fece-378b-40fd-8781-e23a4172ac18,Informal Dining and Takeaway,Cafe,Oats & Sky,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,https://www.oatsandsky.com/,,,""2/79 Oateson Skyline Drive, Seven Hills QLD 4170, Australia"",Seven Hills,QLD,,-27.482580753542134,153.0763493839412,https://www.entertainment.com.au/offer-details/31a2fece-378b-40fd-8781-e23a4172ac18";;
"7c7d4728-cff2-4281-a0a8-e42e956aae39,Informal Dining and Takeaway,Takeaway,Pressi Juices,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,,,,""22 McLachlan St, Shop 1 California Lane, Fortitude Valley QLD 4006, Australia"",Fortitude Valley,QLD,,-27.45864466188337,153.0357499160565,https://www.entertainment.com.au/offer-details/7c7d4728-cff2-4281-a0a8-e42e956aae39";;
"130de557-3662-4ba1-adc3-e0c6ab57327e,Informal Dining and Takeaway,Cafe,Roof Cafe Co,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,https://www.roofcafeco.com/,""Welcome to our coffee shop. We are a locally owned and operated business, dedicated to providing our customers with the highest quality coffee and exceptional customer service. Our shop is a warm and inviting space where you can relax and enjoy a cup of coffee or grab a quick pick-me-up on your way to work."",""• This offer may also be used when dining alone";;
"• Valid for dine-in and takeaway"",""1/1 George Thorn Drive, Thornlands QLD 4164, Australia"",Thornlands,QLD,,-27.55642730466472,153.27532143976669,https://www.entertainment.com.au/offer-details/130de557-3662-4ba1-adc3-e0c6ab57327e";;
"05ee7bd3-aedb-4ad7-adef-56695800f9c5,Informal Dining and Takeaway,Asian,Teaology Lab,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,https://www.teaologylab.com.au/,""Teaology Lab in South Brisbane, QLD is a wonderful place to go for refreshing bubble tea, milk tea, and cold brew coffee! At Teaology Lab, we offer a selection of drinks that will definitely satisfy your bubble tea cravings. Try our special Thai Milk tea and Lemongrass tea and add some toppings like pearls or grass jelly! We specialise in serving fresh teas such as brewed tea, milk tea, tea latte, and fruit teas. But we also serve cold brew coffee for all of our coffee lovers!"",""• Cash or card payment only via store eftpos machine";;
"• Offer applies to Drinks Only - merchandise not included"",""102/125 Melbourne Street, South Brisbane QLD 4101, Australia"",South Brisbane,QLD,,-27.4750753427404,153.0152498974354,https://www.entertainment.com.au/offer-details/05ee7bd3-aedb-4ad7-adef-56695800f9c5";;
"9d8efdf2-20c5-4472-a2d8-454f7c6fae28,Informal Dining and Takeaway,Indian,Touch Of India,Up to $20,Enjoy 25% off,25% off the TOTAL BILL,https://www.touchofindia.com.au/,,,""Kessels Rd, Upper Mount Gravatt QLD 4122, Australia"",Upper Mount Gravatt,QLD,+61449907770,-27.563426701920026,153.08349453696118,https://www.entertainment.com.au/offer-details/9d8efdf2-20c5-4472-a2d8-454f7c6fae28";;
"860b9ee7-dbf0-49e8-974c-063724a98957,Informal Dining and Takeaway,Cafe,Acai Bros Victoria Point,Up to $15,Enjoy 25% off,25% off SPECIALITY BOWLS,https://acaibrothers.com/,""Acai Brothers are Australia’s leading Superfood Bar franchise and have become internationally recognised for their innovation within the hospitality realm. Specialising in Acai Bowls, Smoothies, Juices, Coffee and more, Acai Brothers have become widely renowned for creating delicious and affordable healthy food options.";;
"Grounded within health and fitness, Acai Brothers were motivated to create a brand that not only supplied their customers with a healthy way to eat out, but one that encompassed and embodied important qualities such as community, lifestyle and fitness."",• Offer available on Speciality Bowls only.,""2/349 Colburn Avenue, Victoria Point QLD 4165, Australia"",Victoria Point,QLD,,-27.585689952777575,153.28260771219874,https://www.entertainment.com.au/offer-details/860b9ee7-dbf0-49e8-974c-063724a98957";;
"d54dd450-9dbd-4934-a31d-f5fba7b01855,Informal Dining and Takeaway,Cafe,Moreish Cafe,Up to $10,Enjoy 25% off,25% off the TOTAL BILL,https://www.moreish-cafe.com/,""While our coffee flavour is set apart from others, we also appreciate the effect one cup can have on a person's day. Therefore, we pride ourselves on providing not only quality coffee but positive and enjoyable experience. Our dedicated baristas have a customer focused approach to deliver the best service in town."",""• This offer may also be used when dining alone";;
"• Valid for dine-in and takeaway"",""2 / 397 Logan Rd, Greenslopes QLD 4120, Australia"",Greenslopes,QLD,+61731720655,-27.499863582832102,153.04553224404347,https://www.entertainment.com.au/offer-details/d54dd450-9dbd-4934-a31d-f5fba7b01855";;
"78eb38c4-fc51-4bc1-80db-b2a8b05a7af1,Informal Dining and Takeaway,Cafe,Double Maker Coffee,Up to $10,""Buy one, get one free"",One complimentary COFFEE when another COFFEE of equal or greater value is purchased,https://www.facebook.com/DoubleMakerCoffee/,,,""126 Margaret Street, Brisbane QLD 4000, Australia"",Brisbane,QLD,+6173211304,-27.47293540000944,153.02764724664462,https://www.entertainment.com.au/offer-details/78eb38c4-fc51-4bc1-80db-b2a8b05a7af1";;
"8fe59794-c8d5-4110-9298-9889e56933ce,Informal Dining and Takeaway,Casual,Cheeky Chookz,Up to $15,""Buy one, get one free"",One complimentary HALF CHICKEN when any FAMILY PACK of equal or greater value is purchased.,https://cheekychookz.com/,,,""503-507 Warwick Road, Yamanto QLD 4305, Australia"",Yamanto,QLD,+61721014666,-27.659750202212425,152.7395311555113,https://www.entertainment.com.au/offer-details/8fe59794-c8d5-4110-9298-9889e56933ce";;
"f5438cdb-8488-46f5-a60c-4fc7d3fc4da1,Informal Dining and Takeaway,Casual,Cheeky Chookz,Up to $16,""Buy one, get one free"",One complimentary 1/4 CHICKEN and CHIPS when any CHICKEN MEAL of equal or greater value is purchased.,https://cheekychookz.com/,,,""503-507 Warwick Road, Yamanto QLD 4305, Australia"",Yamanto,QLD,+61721014666,-27.659750202212425,152.7395311555113,https://www.entertainment.com.au/offer-details/f5438cdb-8488-46f5-a60c-4fc7d3fc4da1";;
"573ae970-7784-43cd-880f-f7455354d3a0,Informal Dining and Takeaway,Cafe,Chef n Fire,Up to $40,Enjoy 25% off,25% off the TOTAL BILL,,""Our Chef N Fire is one of the café, Breakfast, Australian restaurant in Helensvale, QLD which is well known for the specialized dishes such as Breakfast, Entree, Mains, Burgers, Chef's Platter, From The Grill, Bread/ Rice, Sides, Pasta & Gnocchi, Hot Coffee, Cold Coffe, Fresh Juices (Made To Order), Smoothies, Milkshakes, Soft Drinks, Desserts, Kids Menu, That Snacky Feeling and a lot more. We serve and present our delicious food with great pleasure and practice to make your meal and time prominently enjoyable."",""• Valid for Dine-In";;
• Not to be used in conjunction with any other offers.;;
"• Entertainment’s dining offers are valid at all times throughout the year, except for a few days known as Optional Days. These days include: • All Official Australian Public Holidays • All Official New Zealand Public Holidays • Good Friday • Valentines Day • Mother’s Day • Father’s Day. All other Entertainment Offers are valid at all times."",""20 Siganto Drive, Helensvale QLD 4212, Australia"",Helensvale,QLD,+61402778336,-27.903832710987842,153.3175048,https://www.entertainment.com.au/offer-details/573ae970-7784-43cd-880f-f7455354d3a0";;
"9708cc98-7a2b-4980-85ad-33fe68afdc2b,Informal Dining and Takeaway,Takeaway,Super Combo Burgers,Up to $25,Enjoy 25% off,25% off the TOTAL BILL,,,,""Shop 1B, 20 King Street, Bowen Hills QLD 4006, Australia"",Bowen Hills,QLD,+61732527755,-27.452373424401046,153.0337994391845,https://www.entertainment.com.au/offer-details/9708cc98-7a2b-4980-85ad-33fe68afdc2b";;
"cdf6fbf3-e2db-4b37-828e-ba236968d919,Informal Dining and Takeaway,Takeaway,Yum Char,Up to $25,Enjoy 25% off,25% off the TOTAL BILL,,,,""Shop 4, 20 King Street, Bowen Hills QLD 4006, Australia"",Bowen Hills,QLD,+61403373397,-27.452244803507313,153.033643210349,https://www.entertainment.com.au/offer-details/cdf6fbf3-e2db-4b37-828e-ba236968d919";;
